"","DR.Number","Date.Reported","Date.Occurred","Time.Occurred","Area.ID","Area.Name","Reporting.District","Crime.Code","Crime.Code.Description","MO.Codes","Victim.Age","Victim.Sex","Victim.Descent","Premise.Code","Premise.Description","Address","Cross.Street","Location","Zip.Codes","Census.Tracts","Precinct.Boundaries","LA.Specific.Plans","Council.Districts","Neighborhood.Councils..Certified."
"371144",120206566,"2012-02-18T00:00:00.000","2012-02-18T00:00:00.000",1735,2,"Rampart",219,997,"TRAFFIC COLLISION","3004 3032 3030",58,"F","O",101,"STREET","SUNSET                       BL","BEAUDRY                      AV","{'longitude': '-118.2492', 'latitude': '34.0652'}",22728,483,1368,NA,11,28
"283037",142105403,"2014-02-01T00:00:00.000","2014-02-01T00:00:00.000",1020,21,"Topanga",2115,997,"TRAFFIC COLLISION","3004 3026 3037 3101 3401 3701 4026",66,"M","W",101,"STREET","ROSCOE                       BL","TOPANGA CANYON               BL","{'longitude': '-118.606', 'latitude': '34.2197'}",4279,92,1423,NA,2,44
"350288",120412952,"2012-08-04T00:00:00.000","2012-08-04T00:00:00.000",1440,4,"Hollenbeck",427,997,"TRAFFIC COLLISION","3104 3401 3701 3026 3036",49,"M","H",101,"STREET","EASTERN","TEMPLETON","{'longitude': '-118.178', 'latitude': '34.0819'}",23449,503,611,NA,9,91
"203360",171222886,"2017-09-16T00:00:00.000","2015-09-16T00:00:00.000",1320,12,"77th Street",1235,997,"TRAFFIC COLLISION","4025 3036 3004 3026 3101",55,"M","H",101,"STREET","NORMANDIE                    AV","61ST                         ST","{'longitude': '-118.3002', 'latitude': '33.9842'}",23675,768,1157,7,13,2
"196508",151119142,"2015-10-30T00:00:00.000","2015-10-30T00:00:00.000",2030,11,"Northeast",1134,997,"TRAFFIC COLLISION","3101 3401 3701 3006 3030 3032",NA,"M","V",101,"STREET","CAZADOR","AVENUE 30","{'longitude': '-118.2365', 'latitude': '34.1039'}",24030,390,1056,13,11,56
"463095",100306386,"2010-02-06T00:00:00.000","2010-02-05T00:00:00.000",1445,3,"Southwest",378,997,"TRAFFIC COLLISION","",NA,"F","H",101,"STREET","KING                         BL","HOOVER                       ST","{'longitude': '-118.2872', 'latitude': '34.0146'}",23668,729,977,7,13,32
"146437",161818363,"2016-09-23T00:00:00.000","2016-09-23T00:00:00.000",1630,18,"Southeast",1851,997,"TRAFFIC COLLISION","3001 3026 3101 4018",30,"F","H",101,"STREET","EL SEGUNDO","HOOVER                       ST","{'longitude': '-118.287', 'latitude': '33.9164'}",24684,939,900,7,15,53
"289645",130817465,"2013-12-07T00:00:00.000","2013-12-07T00:00:00.000",935,8,"West LA",819,997,"TRAFFIC COLLISION","3004 3024 3034 3035 3037 3101 3401 3701 4027",32,"M","H",101,"STREET","SUNSET                       BL","CHARING CROSS                RD","{'longitude': '-118.4299', 'latitude': '34.0794'}",23442,845,770,NA,6,81
"445828",100317325,"2010-07-09T00:00:00.000","2010-06-26T00:00:00.000",1820,3,"Southwest",395,997,"TRAFFIC COLLISION","",27,"M","H",101,"STREET","WESTERN                      AV","KING                         BL","{'longitude': '-118.3108', 'latitude': '34.0073'}",24027,732,1023,7,14,35
"430960",101323810,"2010-10-26T00:00:00.000","2010-10-26T00:00:00.000",1840,13,"Newton",1322,997,"TRAFFIC COLLISION","",42,"F","A",101,"STREET","ADAMS","GRAND","{'longitude': '-118.2723', 'latitude': '34.0265'}",22724,694,660,7,13,6
"199638",151519567,"2015-10-09T00:00:00.000","2015-10-09T00:00:00.000",1215,15,"N Hollywood",1512,997,"TRAFFIC COLLISION","3037 3032 3003 3026 3103 3401 3701 4026",63,"F","O",108,"PARKING LOT","SHERMAN                      WY","COLDWATER CANYON             AV","{'longitude': '-118.4138', 'latitude': '34.2012'}",8888,163,493,NA,5,71
"196640",150919061,"2015-10-30T00:00:00.000","2015-10-30T00:00:00.000",1510,9,"Van Nuys",966,997,"TRAFFIC COLLISION","3004 3036 3026 3101 3401 3701 4026",27,"F","W",101,"STREET","WOODMAN                      AV","VALLEYHEART                  DR","{'longitude': '-118.4269', 'latitude': '34.1622'}",19736,202,329,NA,7,83
"116784",170609334,"2017-04-01T00:00:00.000","2017-04-01T00:00:00.000",50,6,"Hollywood",666,997,"TRAFFIC COLLISION","3004 3025 3035 3036 3101 3401 3701 4027",45,"M","H",101,"STREET","FOUNTAIN                     AV","GOWER                        AV","{'longitude': '-118.3223', 'latitude': '34.0944'}",23669,423,539,NA,8,57
"170506",162009593,"2016-04-22T00:00:00.000","2016-04-22T00:00:00.000",700,20,"Olympic",2079,997,"TRAFFIC COLLISION","3004 3028 3030 3035 3037 3101 3401 3701 4020",58,"F","W",101,"STREET","VERMONT                      AV","VENICE                       BL","{'longitude': '-118.2916', 'latitude': '34.0443'}",22723,673,923,NA,11,8
"148654",160123000,"2016-09-09T00:00:00.000","2016-09-09T00:00:00.000",725,1,"Central",156,997,"TRAFFIC COLLISION","3101 3401 3701 3008 3026 3036",NA,"M","W",101,"STREET","4TH","SAN PEDRO","{'longitude': '-118.2455', 'latitude': '34.0437'}",23074,537,1289,NA,9,76
"310208",131216083,"2013-06-27T00:00:00.000","2013-06-27T00:00:00.000",1535,12,"77th Street",1218,997,"TRAFFIC COLLISION","3026 3004 3101",46,"F","B",101,"STREET","HOOVER                       ST","54TH                         ST","{'longitude': '-118.2871', 'latitude': '33.9933'}",23668,745,990,7,13,2
"297802",131920626,"2013-10-04T00:00:00.000","2013-10-04T00:00:00.000",1350,19,"Mission",1918,997,"TRAFFIC COLLISION","3006 3030 3037 3032 3101 3401 3701 4026",31,"M","H",101,"STREET","FOOTHILL                     BL","SAYRE                        ST","{'longitude': '-118.4338', 'latitude': '34.3102'}",18912,46,1307,NA,1,47
"78263",170719168,"2017-11-29T00:00:00.000","2017-11-29T00:00:00.000",1755,7,"Wilshire",735,997,"TRAFFIC COLLISION","3004 3026 3029 3035 3037 3101 3401 3701 4007",35,"M","O",101,"STREET","CLOVERDALE                   AV","WILSHIRE                     BL","{'longitude': '-118.3462', 'latitude': '34.0623'}",23667,635,332,NA,7,26
"229230",150609138,"2015-03-19T00:00:00.000","2015-03-18T00:00:00.000",530,6,"Hollywood",642,997,"TRAFFIC COLLISION","3011 3028 3030 3034 3037 3101 3401 3701 4006",NA,"M","O",101,"STREET","NICHOLS CANYON               RD","HOLLYWOOD                    BL","{'longitude': '-118.3577', 'latitude': '34.0981'}",23677,409,457,NA,7,82
"226050",150408375,"2015-04-09T00:00:00.000","2015-04-09T00:00:00.000",800,4,"Hollenbeck",489,997,"TRAFFIC COLLISION","3101 3401 3701 3006 3030",59,"M","C",101,"STREET","8TH","GLENN","{'longitude': '-118.2176', 'latitude': '34.0273'}",23441,524,959,NA,9,38
"75746",170419421,"2017-12-13T00:00:00.000","2017-12-13T00:00:00.000",1645,4,"Hollenbeck",454,997,"TRAFFIC COLLISION","0605 3101 3401 3701 3004 3030",23,"F","W",101,"STREET","4TH                          ST","BOYLE                        AV","{'longitude': '-118.2196', 'latitude': '34.0431'}",23450,534,349,NA,9,38
"81846",171616438,"2017-11-06T00:00:00.000","2017-11-06T00:00:00.000",20,16,"Foothill",1635,997,"TRAFFIC COLLISION","3004 3037 3034 3028 3030 3101 3401 3701 4026",36,"M","O",101,"STREET","WENTWORTH                    ST","WHEATLAND                    AV","{'longitude': '-118.3542', 'latitude': '34.2659'}",3221,14,1510,8,1,9
"262011",141314817,"2014-07-18T00:00:00.000","2014-07-18T00:00:00.000",1030,13,"Newton",1313,997,"TRAFFIC COLLISION","3101 3401 3701 3006 3030 3032 3102",58,"M","O",101,"STREET","14TH","STANFORD","{'longitude': '-118.2509', 'latitude': '34.0304'}",23082,703,1018,NA,9,76
"168879",160509609,"2016-05-02T00:00:00.000","2016-05-02T00:00:00.000",1245,5,"Harbor",531,997,"TRAFFIC COLLISION","4025 3037 3004 3028 3030 3101",32,"F","H",101,"STREET","PACIFIC COAST                HY","WESTERN                      AV","{'longitude': '-118.3076', 'latitude': '33.7895'}",3335,949,1309,NA,15,29
"24",192009778,"2019-04-27T00:00:00.000","2019-04-26T00:00:00.000",2242,20,"Olympic",2058,997,"TRAFFIC COLLISION","",21,"M","A",101,"STREET","OLYMPIC                      BL","ELDEN                        AV","{'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'longitude': '-118.2877', 'latitude': '34.0524'}",22723,622,479,NA,11,8
"459885",100207465,"2010-03-04T00:00:00.000","2010-03-04T00:00:00.000",2115,2,"Rampart",257,997,"TRAFFIC COLLISION","",48,"M","O",101,"STREET","UNION                        AV","WILSHIRE                     BL","{'longitude': '-118.2702', 'latitude': '34.0554'}",23078,561,836,NA,11,68
"62258",181507638,"2018-03-11T00:00:00.000","2018-03-11T00:00:00.000",2000,15,"N Hollywood",1555,997,"TRAFFIC COLLISION","3004 3037 3030 3028 3101 3401 3701 4026",29,"F","B",101,"STREET","MAGNOLIA                     BL","LANKERSHIM                   BL","{'longitude': '-118.3757', 'latitude': '34.1649'}",8488,209,322,NA,5,13
"398151",111218362,"2011-07-18T00:00:00.000","2011-07-18T00:00:00.000",1720,12,"77th Street",1215,997,"TRAFFIC COLLISION","0605",60,"M","F",101,"STREET","54TH                         ST","NORMANDIE                    AV","{'longitude': '-118.3002', 'latitude': '33.9932'}",23668,744,1051,7,14,35
"254770",141116469,"2014-09-12T00:00:00.000","2014-09-11T00:00:00.000",2300,11,"Northeast",1141,997,"TRAFFIC COLLISION","",49,"M","O",101,"STREET","HOLLYWOOD                    BL","KENMORE                      AV","{'longitude': '-118.2972', 'latitude': '34.1018'}",23445,401,1327,16,7,3
"432236",101719560,"2010-10-15T00:00:00.000","2010-10-15T00:00:00.000",1645,17,"Devonshire",1764,997,"TRAFFIC COLLISION","",32,"M","B",101,"STREET","TAMPA","NORDHOFF","{'longitude': '-118.5536', 'latitude': '34.2355'}",18513,97,306,NA,2,77
"148911",162016396,"2016-09-08T00:00:00.000","2016-09-08T00:00:00.000",1305,20,"Olympic",2016,997,"TRAFFIC COLLISION","3004 3026 3029 3035 3037 3101 3401 3701 4027",31,"F","H",101,"STREET","3RD","MARIPOSA","{'longitude': '-118.2991', 'latitude': '34.069'}",23081,594,1028,NA,12,89
"389226",110321381,"2011-09-26T00:00:00.000","2011-09-26T00:00:00.000",1635,3,"Southwest",316,997,"TRAFFIC COLLISION","",31,"M","H",101,"STREET","22ND                         ST","CONGRESS","{'longitude': '-118.3024', 'latitude': '34.0364'}",23079,679,643,7,14,32
"298615",131423708,"2013-09-29T00:00:00.000","2013-09-28T00:00:00.000",2200,14,"Pacific",1437,997,"TRAFFIC COLLISION","3004 3025 3029 3035 3037 3101 3401 3701 4014",23,"F","H",101,"STREET","VENICE                       BL","W  TULLER                       AV","{'longitude': '-118.418', 'latitude': '34.0124'}",23451,896,1239,NA,6,74
"240611",141617106,"2014-12-24T00:00:00.000","2014-12-24T00:00:00.000",650,16,"Foothill",1658,997,"TRAFFIC COLLISION","3004 3026 3101 3401 3701 4016 3037",33,"M","H",101,"STREET","FOOTHILL                     BL","TUJUNGA CANYON               BL","{'longitude': '-118.2761', 'latitude': '34.2465'}",3222,4,538,18,1,7
"46981",181912811,"2018-06-18T00:00:00.000","2018-06-18T00:00:00.000",1940,19,"Mission",1993,997,"TRAFFIC COLLISION","3030 3004 3037 3028 3101 3401 3701 4026",44,"F","H",101,"STREET","NOBLE                        AV","ROSCOE                       BL","{'longitude': '-118.4618', 'latitude': '34.2215'}",18914,127,452,NA,3,73
"345281",121016096,"2012-09-13T00:00:00.000","2012-09-13T00:00:00.000",1530,10,"West Valley",1012,997,"TRAFFIC COLLISION","3701 3101 3401 3037 3026 3004 4026",21,"M","H",101,"STREET","SHERMAN                      WY","BAIRD","{'longitude': '-118.5374', 'latitude': '34.2012'}",18909,250,278,NA,4,12
"342724",120219045,"2012-10-03T00:00:00.000","2012-10-03T00:00:00.000",1545,2,"Rampart",218,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3030 3032",35,"M","H",101,"STREET","TEMPLE                       ST","GLENDALE                     BL","{'longitude': '-118.2609', 'latitude': '34.0682'}",23444,552,930,NA,8,31
"207799",151219544,"2015-08-17T00:00:00.000","2015-08-17T00:00:00.000",1925,12,"77th Street",1253,997,"TRAFFIC COLLISION","3004 4025 3025 3101",28,"M","B",101,"STREET","FLORENCE","CIMARRON","{'longitude': '-118.3155', 'latitude': '33.9746'}",23678,770,1061,7,14,35
"228871",150507543,"2015-03-21T00:00:00.000","2015-03-21T00:00:00.000",1115,5,"Harbor",541,997,"TRAFFIC COLLISION","3006 3028 3101 4005",34,"M","X",101,"STREET","WESTERN                      AV","PARK WESTERN                 DR","{'longitude': '-118.3092', 'latitude': '33.7501'}",25068,971,1302,NA,NA,NA
"348214",121716195,"2012-08-21T00:00:00.000","2012-08-21T00:00:00.000",1235,17,"Devonshire",1771,997,"TRAFFIC COLLISION","3004 3029 3036 3101 3401 3701",28,"F","H",101,"STREET","CORBIN                       AV","PRAIRIE                      ST","{'longitude': '-118.5623', 'latitude': '34.2391'}",18513,97,306,NA,2,77
"108472",172111084,"2017-05-24T00:00:00.000","2017-05-24T00:00:00.000",45,21,"Topanga",2157,997,"TRAFFIC COLLISION","3008 3027 3029 3037 3101 3401 3701 4026",47,"M","H",101,"STREET","WINNETKA                     AV","GILMORE                      ST","{'longitude': '-118.571', 'latitude': '34.1897'}",4282,294,318,NA,4,66
"149490",160515393,"2016-09-05T00:00:00.000","2016-09-04T00:00:00.000",2130,5,"Harbor",567,997,"TRAFFIC COLLISION","0605 1300 4005 3024 3036 3003",25,"M","H",101,"STREET","7TH","BEACON","{'longitude': '-118.2804', 'latitude': '33.7378'}",3342,2342,793,NA,15,36
"406018",112110477,"2011-05-13T00:00:00.000","2011-05-13T00:00:00.000",1330,21,"Topanga",2143,997,"TRAFFIC COLLISION","",NA,"M","W",101,"STREET","VICTORY                      BL","FALLBROOK                    AV","{'longitude': '-118.6234', 'latitude': '34.1864'}",19347,300,1479,NA,4,49
"224331",150909366,"2015-04-21T00:00:00.000","2015-04-21T00:00:00.000",1245,9,"Van Nuys",946,997,"TRAFFIC COLLISION","3004 3026 3037 3101 3401 3701 4026",NA,"F","H",101,"STREET","BURBANK                      BL","WOODMAN                      AV","{'longitude': '-118.4312', 'latitude': '34.1722'}",19729,201,400,NA,5,70
"441596",100915828,"2010-08-01T00:00:00.000","2010-07-31T00:00:00.000",1945,9,"Van Nuys",933,997,"TRAFFIC COLLISION","",24,"F","W",101,"STREET","VICTORY                      BL","VAN NUYS                     BL","{'longitude': '-118.4487', 'latitude': '34.1867'}",19729,236,290,NA,3,18
"360666",121511432,"2012-05-12T00:00:00.000","2012-05-11T00:00:00.000",1500,15,"N Hollywood",1531,997,"TRAFFIC COLLISION","3004 3029 3037 3026 3101 3401 3701",61,"F","B",101,"STREET","CHANDLER","COLDWATER CA","{'longitude': '-118.4095', 'latitude': '34.174'}",8890,200,525,NA,5,70
"89466",171717979,"2017-09-22T00:00:00.000","2017-09-22T00:00:00.000",1600,17,"Devonshire",1754,997,"TRAFFIC COLLISION","3004 3030 3028 3101 3401 3701 4017",21,"M","W",101,"STREET","10200    RESEDA                       BL","","{'longitude': '-118.5361', 'latitude': '34.256'}",18514,81,299,NA,2,77
"26496",181919503,"2018-10-25T00:00:00.000","2018-10-25T00:00:00.000",1,19,"Mission",1998,997,"TRAFFIC COLLISION","3401 3004 3037 3030 3028 3101 3701 4026",70,"M","W",101,"STREET","BROADLEAF","RANCHITO","{'longitude': '-118.436', 'latitude': '34.2186'}",19730,150,1300,NA,3,59
"95681",170215471,"2017-08-13T00:00:00.000","2017-08-13T00:00:00.000",200,2,"Rampart",221,997,"TRAFFIC COLLISION","0605 3101 3401 3701 3006 3030",NA,"M","O",101,"STREET","ROSEWOOD                     AV","E  KENMORE                      AV","{'longitude': '-118.2967', 'latitude': '34.079'}",22721,454,455,NA,8,89
"402358",111314452,"2011-06-14T00:00:00.000","2011-06-14T00:00:00.000",945,13,"Newton",1394,997,"TRAFFIC COLLISION","0605 1202",73,"F","B",101,"STREET","67TH","MAIN","{'longitude': '-118.2739', 'latitude': '33.9788'}",22352,788,995,7,13,46
"220455",151110844,"2015-05-19T00:00:00.000","2015-05-19T00:00:00.000",1145,11,"Northeast",1135,997,"TRAFFIC COLLISION","3101 3401 3701 3011 3034",NA,"M","H",101,"STREET","DIVISION                     ST","FUTURE                       ST","{'longitude': '-118.2292', 'latitude': '34.105'}",24030,387,1431,13,11,56
"251940",141221757,"2014-10-02T00:00:00.000","2014-10-01T00:00:00.000",720,12,"77th Street",1256,997,"TRAFFIC COLLISION","0605",24,"F","H",101,"STREET","FLOWER                       ST","76TH                         ST","{'longitude': '-118.2813', 'latitude': '33.9708'}",22352,775,756,7,14,NA
"127750",170804939,"2017-01-21T00:00:00.000","2017-01-21T00:00:00.000",1100,8,"West LA",857,997,"TRAFFIC COLLISION","3011 3025 3034 3037 3101 3401 3701 4008",NA,"M","W",101,"STREET","PICO                         BL","EDRIS                        DR","{'longitude': '-118.398', 'latitude': '34.055'}",23666,873,818,NA,6,95
"76537",171019656,"2017-12-08T00:00:00.000","2017-12-08T00:00:00.000",1740,10,"West Valley",1005,997,"TRAFFIC COLLISION","3004 3030 3028 3102 3401 3701 4010",NA,"M","O",101,"STREET","17700    SATICOY                      ST","","{'longitude': '-118.523', 'latitude': '34.2147'}",18909,253,1034,NA,2,12
"234795",150206053,"2015-02-08T00:00:00.000","2015-02-07T00:00:00.000",240,2,"Rampart",203,997,"TRAFFIC COLLISION","3101 3401 3701 3006 3029 3025",NA,"M","H",101,"STREET","VIRGIL                       AV","MONROE                       ST","{'longitude': '-118.2868', 'latitude': '34.0856'}",23447,436,522,16,8,58
"396318",110712914,"2011-08-01T00:00:00.000","2011-08-01T00:00:00.000",950,7,"Wilshire",711,997,"TRAFFIC COLLISION","",35,"F","H",101,"STREET","CRESCENT HEIGHTS","DREXEL","{'longitude': '-118.3644', 'latitude': '34.0686'}",23679,630,1097,NA,6,26
"52782",181910944,"2018-05-11T00:00:00.000","2018-05-11T00:00:00.000",1540,19,"Mission",1958,997,"TRAFFIC COLLISION","3004 3029 3026 3101 3401 3701 4019 3037",35,"M","H",101,"STREET","VAN NUYS                     BL","BEACHY                       AV","{'longitude': '-118.442', 'latitude': '34.2516'}",18907,131,402,NA,3,41
"129668",171804532,"2017-01-09T00:00:00.000","2017-01-09T00:00:00.000",1530,18,"Southeast",1838,997,"TRAFFIC COLLISION","4025 3037 3028 3030 3101",45,"M","H",103,"ALLEY","HICKORY                      ST","105TH                        ST","{'longitude': '-118.2358', 'latitude': '33.9406'}",22351,823,705,7,15,40
"143973",160516940,"2016-10-09T00:00:00.000","2016-10-08T00:00:00.000",1427,5,"Harbor",559,997,"TRAFFIC COLLISION","0605 1300 4005 3025 3029 3101 3037 3003",30,"M","H",101,"STREET","300    TERMINAL                     WY","","{'longitude': '-118.2678', 'latitude': '33.7408'}",3342,2342,438,NA,15,NA
"399160",110114465,"2011-07-09T00:00:00.000","2011-07-09T00:00:00.000",1240,1,"Central",176,997,"TRAFFIC COLLISION","0605",NA,"","",101,"STREET","WALL                         ST","7TH                          ST","{'longitude': '-118.2485', 'latitude': '34.0419'}",23075,703,1319,NA,9,76
"438746",101015514,"2010-08-23T00:00:00.000","2010-08-23T00:00:00.000",1010,10,"West Valley",1018,997,"TRAFFIC COLLISION","",99,"M","O",101,"STREET","LEADWELL                     ST","HASKELL                      AV","{'longitude': '-118.4749', 'latitude': '34.2039'}",19734,221,261,NA,3,61
"254423",140713849,"2014-09-15T00:00:00.000","2014-09-14T00:00:00.000",2230,7,"Wilshire",721,997,"TRAFFIC COLLISION","4027 3004 3025 3035 3037 3101 3401 3701",50,"F","W",101,"STREET","SAN VICENTE                  BL","3RD                          ST","{'longitude': '-118.3773', 'latitude': '34.0728'}",23679,633,809,NA,6,26
"256184",140514226,"2014-09-02T00:00:00.000","2014-09-01T00:00:00.000",1441,5,"Harbor",557,997,"TRAFFIC COLLISION","4025 3028 3101 3006 3030",31,"M","H",101,"STREET","S  GAFFEY                       ST","W  5TH                          ST","{'longitude': '-118.2923', 'latitude': '33.7397'}",3342,975,1205,NA,15,36
"326430",132006072,"2013-02-15T00:00:00.000","2013-02-15T00:00:00.000",1545,20,"Olympic",2031,997,"TRAFFIC COLLISION","3102 3003 3026 3035 3037 3401 3701 4027",24,"M","H",108,"PARKING LOT","OLYMPIC                      BL","WESTERN                      AV","{'longitude': '-118.3091', 'latitude': '34.0527'}",22723,616,646,NA,12,89
