"","Row original","Division of Records","Date Reported","Date Occurred","Time Occurred","Area ID","Area Name","Reporting Distric","Crime Code","Crime Code Description","Modus Operandi Codes","Victim Age","Victim Sex","Victim Descent","Premise Code","Premise Description","Address","Cross Street","Location","Zip Codes","Census Tracts","Precint Boundaries","LA Specific Plans","Council Districts","Neighborhood Councils"
"802",144172,161016571,"2016-10-07","2016-10-07",1725,10,"West Valley",1028,997,"TRAFFIC COLLISION","3004 3037 3026 3101 3401 3701 4026",42,"M","I",101,"STREET","VICTORY                      BL","PETIT                        AV","{'longitude': '-118.4971', 'latitude': '34.1867'}",19734,262,297,NA,3,61
"803",348122,120916407,"2012-08-22","2012-08-21",1830,9,"Van Nuys",952,997,"TRAFFIC COLLISION","3006 3030 3037 3101 3401 3701",25,"M","O",101,"STREET","SEPULVEDA","CLARK","{'longitude': '-118.4659', 'latitude': '34.1685'}",19735,246,649,NA,7,83
"804",30903,181518673,"2018-09-29","2018-09-28",2340,15,"N Hollywood",1555,997,"TRAFFIC COLLISION","3004 3037 3038 3025 3101 3401 3701 4026",25,"F","W",101,"STREET","LANKERSHIM                   BL","HUSTON                       ST","{'longitude': '-118.3715', 'latitude': '34.1598'}",8488,210,553,NA,5,13
"805",420005,111205438,"2011-01-21","2011-01-21",1545,12,"77th Street",1273,997,"TRAFFIC COLLISION","",44,"M","B",101,"STREET","MANCHESTER                   AV","NORMANDIE                    AV","{'longitude': '-118.3003', 'latitude': '33.96'}",23678,784,1166,7,14,20
"806",435530,100918626,"2010-09-20","2010-09-20",745,9,"Van Nuys",916,997,"TRAFFIC COLLISION","",38,"F","W",101,"STREET","VANOWEN                      ST","WOODMAN                      AV","{'longitude': '-118.4312', 'latitude': '34.194'}",19733,183,491,NA,5,70
"807",26919,181821171,"2018-10-22","2018-10-22",920,18,"Southeast",1851,997,"TRAFFIC COLLISION","1501 4025 3037 3004 3028 3030 3101",NA,"M","O",101,"STREET","EL SEGUNDO                   AV","MENLO","{'longitude': '-118.2894', 'latitude': '33.9164'}",24684,939,900,7,15,53
"808",421137,111504552,"2011-01-12","2011-01-12",750,15,"N Hollywood",1553,997,"TRAFFIC COLLISION","",44,"F","W",101,"STREET","IRVINE                       AV","RIVERSIDE                    DR","{'longitude': '-118.3855', 'latitude': '34.1577'}",8489,207,1330,17,5,39
"809",44526,181415622,"2018-07-07","2018-07-05",2300,14,"Pacific",1488,997,"TRAFFIC COLLISION","3006 3028 3030 3035 3037 3102 3401 3701 4014",NA,"M","W",101,"STREET","9000    AIRPORT                      BL","","{'longitude': '-118.3857', 'latitude': '33.9553'}",23676,NA,1070,10,10,16
"810",454857,100708468,"2010-04-13","2010-04-13",1210,7,"Wilshire",782,997,"TRAFFIC COLLISION","",NA,"M","A",101,"STREET","LA CIENEGA                   BL","18TH                         ST","{'longitude': '-118.3764', 'latitude': '34.0445'}",23666,641,1102,NA,12,23
"811",233659,150706043,"2015-02-16","2015-02-15",2210,7,"Wilshire",774,997,"TRAFFIC COLLISION","4027 3004 3026 3035 3037 3101 3401 3701",28,"M","H",101,"STREET","LA BREA                      AV","PICKFORD                     ST","{'longitude': '-118.3473', 'latitude': '34.0409'}",23080,652,1109,NA,12,69
"812",7174,191906865,"2019-03-03","2019-03-03",445,19,"Mission",1982,997,"TRAFFIC COLLISION","3003 3037 3029 3026 3101 3401 3701 4019",22,"M","H",101,"STREET","COLUMBUS                     AV","GRESHAM                      ST","{'longitude': '-118.4655', 'latitude': '34.2309'}",18914,126,420,NA,3,73
"813",401653,110212570,"2011-06-19","2011-06-19",1250,2,"Rampart",291,997,"TRAFFIC COLLISION","",22,"M","H",101,"STREET","PICO                         BL","ALVARADO                     ST","{'longitude': '-118.2801', 'latitude': '34.0461'}",23076,575,908,NA,11,8
"814",405135,111610620,"2011-05-22","2011-05-21",2230,16,"Foothill",1695,997,"TRAFFIC COLLISION","",28,"M","H",101,"STREET","KESWICK","FAIR","{'longitude': '-118.3747', 'latitude': '34.2103'}",19335,164,1249,NA,3,21
"815",22834,180325626,"2018-11-18","2018-11-16",950,3,"Southwest",319,997,"TRAFFIC COLLISION","4025 3037 3004 3026 3101",33,"M","O",101,"STREET","FIGUEROA                     WY","FIGUEROA                     ST","{'longitude': '-118.2749', 'latitude': '34.0299'}",22724,699,444,7,11,32
"816",464291,102105428,"2010-01-27","2010-01-27",1800,21,"Topanga",2169,997,"TRAFFIC COLLISION","1501",85,"F","W",101,"STREET","WINNETKA                     AV","VICTORY                      BL","{'longitude': '-118.571', 'latitude': '34.1872'}",4282,294,318,NA,4,66
"817",296785,132017509,"2013-10-12","2013-10-12",220,20,"Olympic",2004,997,"TRAFFIC COLLISION","3004 3030 3035 3037 3101 3401 3701 4020",25,"F","O",101,"STREET","MELROSE                      AV","SERRANO                      AV","{'longitude': '-118.3069', 'latitude': '34.0835'}",22721,451,558,NA,8,89
"818",121957,171907086,"2017-02-28","2017-02-28",1010,19,"Mission",1984,997,"TRAFFIC COLLISION","3004 3037 3030 3028 3101 3401 3701 4026",26,"F","H",101,"STREET","COMMUNITY                    ST","W  KESTER                       AV","{'longitude': '-118.4575', 'latitude': '34.2235'}",19730,147,419,NA,3,59
"819",255667,141014535,"2014-09-06","2014-09-05",2010,10,"West Valley",1039,997,"TRAFFIC COLLISION","3006 3037 3028 3030 3102 3401 3701 4026",35,"M","O",101,"STREET","VANOWEN                      ST","HASKELL                      AV","{'longitude': '-118.4749', 'latitude': '34.1939'}",19734,226,296,NA,3,61
"820",230392,151606585,"2015-03-10","2015-03-10",445,16,"Foothill",1664,997,"TRAFFIC COLLISION","1402 3009 3036 3024 3101 3401 3701 4016",21,"M","W",101,"STREET","SHELDON                      ST","GLENOAKS                     BL","{'longitude': '-118.3934', 'latitude': '34.2396'}",19335,155,1371,NA,3,21
"821",354645,121113489,"2012-06-30","2012-06-29",2230,11,"Northeast",1195,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3032 3026",32,"M","H",101,"STREET","ELYSIAN PARK                 AV","STADIUM                      WY","{'longitude': '-118.2447', 'latitude': '34.0726'}",24342,2327,1368,NA,11,31
"822",81675,170129360,"2017-11-13","2017-11-07",1400,1,"Central",111,997,"TRAFFIC COLLISION","3101 3401 3701 3003 3026 3032 1501",41,"F","A",101,"STREET","ALPINE","YALE","{'longitude': '-118.2408', 'latitude': '34.0632'}",22728,540,449,NA,11,28
"823",292595,132118324,"2013-11-13","2013-11-13",1900,21,"Topanga",2145,997,"TRAFFIC COLLISION","3005 3037 3026 3102 3401 3701 4021 1501",48,"F","H",101,"STREET","TOPANGA CANYON               BL","VICTORY                      BL","{'longitude': '-118.6059', 'latitude': '34.1912'}",4278,297,434,2,4,49
"824",118173,171607398,"2017-03-23","2017-03-23",1800,16,"Foothill",1656,997,"TRAFFIC COLLISION","3037 3024 3101 3401 3701 4026 3013",48,"M","W",101,"STREET","FOOTHILL                     BL","MCVINE                       AV","{'longitude': '-118.3114', 'latitude': '34.2597'}",3221,12,531,18,1,7
"825",462393,100906256,"2010-02-11","2010-02-11",830,9,"Van Nuys",952,997,"TRAFFIC COLLISION","",63,"M","H",101,"STREET","BURBANK                      BL","SEPULVEDA                    BL","{'longitude': '-118.4662', 'latitude': '34.1721'}",19735,246,649,NA,7,83
"826",446112,101915940,"2010-06-23","2010-06-23",630,19,"Mission",1969,997,"TRAFFIC COLLISION","",45,"M","H",101,"STREET","OSBORNE                      ST","GOLDEN STATE","{'longitude': '-118.4225', 'latitude': '34.2447'}",18907,129,960,NA,1,41
"827",263028,141417949,"2014-07-10","2014-07-10",1445,14,"Pacific",1494,997,"TRAFFIC COLLISION","3004 3025 3034 3036 3101 3401 3701 4014",26,"F","W",101,"STREET","N  EAST                         WY","WORLD                        WY","{'longitude': '-118.4013', 'latitude': '33.9432'}",23676,2340,445,12,10,16
"828",47289,181313899,"2018-06-16","2018-06-16",1750,13,"Newton",1353,997,"TRAFFIC COLLISION","0605 3103 3401 3701 4024 3002 3015 3025 3034",36,"M","W",101,"STREET","AVALON                       BL","43RD                         ST","{'longitude': '-118.2652', 'latitude': '34.0057'}",22727,717,673,7,13,NA
"829",36772,181115375,"2018-08-22","2018-08-22",820,11,"Northeast",1189,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3026 3036",29,"F","H",101,"STREET","RIVERSIDE","FIGUEROA","{'longitude': '-118.2269', 'latitude': '34.0811'}",24030,485,648,NA,11,94
"830",149014,160216912,"2016-09-09","2016-09-07",820,2,"Rampart",236,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3030",52,"F","W",101,"STREET","ALVARADO                     ST","VALLEY                       ST","{'longitude': '-118.2715', 'latitude': '34.0648'}",24352,554,518,NA,8,67
"831",119508,171907975,"2017-03-16","2017-03-15",2110,19,"Mission",1934,997,"TRAFFIC COLLISION","3004 3036 3029 3025 3101 3401 3701 4026",29,"F","H",101,"STREET","RINALDI                      ST","SEPULVEDA                    BL","{'longitude': '-118.4697', 'latitude': '34.2791'}",19329,68,385,NA,2,4
"832",133434,161019732,"2016-12-15","2016-12-14",1920,10,"West Valley",1008,997,"TRAFFIC COLLISION","3036 3003 3026 3104 3401 3701 4026",63,"F","W",101,"STREET","HAYVENHURST                  AV","HAYNES                       ST","{'longitude': '-118.4924', 'latitude': '34.1892'}",19734,262,297,NA,3,61
"833",337581,120627455,"2012-11-13","2012-11-12",1430,6,"Hollywood",668,997,"TRAFFIC COLLISION","1300 3004 3030 3035 3037 3101 3401 3701 4006",NA,"F","W",101,"STREET","SUNSET","ST ANDREWS","{'longitude': '-118.3109', 'latitude': '34.0981'}",23446,420,608,16,8,57
"834",144668,161224839,"2016-10-06","2016-10-04",1700,12,"77th Street",1205,997,"TRAFFIC COLLISION","3037 3033 3026 3101",48,"M","H",101,"STREET","NORMANDIE","50TH","{'longitude': '-118.3002', 'latitude': '33.9983'}",24027,741,1049,7,14,35
"835",354099,120711837,"2012-07-04","2012-07-04",1035,7,"Wilshire",701,997,"TRAFFIC COLLISION","3035 3004 3026 3036 3101 3401 3701",38,"M","O",101,"STREET","ROMAINE                      ST","CRESCENT HEIGHTS             BL","{'longitude': '-118.3659', 'latitude': '34.0888'}",23677,460,802,NA,6,26
"836",203685,152016122,"2015-09-14","2015-09-14",1515,20,"Olympic",2041,997,"TRAFFIC COLLISION","3006 3026 3035 3037 3101 3401 3701 4027",50,"M","O",101,"STREET","CRENSHAW","8TH","{'longitude': '-118.322', 'latitude': '34.0564'}",22722,612,605,NA,7,86
"837",341858,120716085,"2012-10-09","2012-10-09",1200,7,"Wilshire",732,997,"TRAFFIC COLLISION","4027 3006 3030 3037 3101 3401 3701 3035",25,"M","W",101,"STREET","CRESCENT HEIGHTS             BL","COLGATE                      AV","{'longitude': '-118.3644', 'latitude': '34.0694'}",23679,629,1097,NA,6,26
"838",128615,171205779,"2017-01-26","2017-01-16",1800,12,"77th Street",1259,997,"TRAFFIC COLLISION","4025 3037 3008 3028 3030 3101",58,"M","H",101,"STREET","CENTRAL                      AV","76TH                         ST","{'longitude': '-118.2564', 'latitude': '33.9715'}",22350,790,997,7,13,NA
"839",84856,171118275,"2017-10-20","2017-10-20",1750,11,"Northeast",1115,997,"TRAFFIC COLLISION","3101 3701 3401 3004 3034",28,"M","O",101,"STREET","LA RODA                      AV","FAIR PARK                    AV","{'longitude': '-118.2065', 'latitude': '34.1348'}",23672,356,1437,NA,9,60
"840",307982,130913703,"2013-07-17","2013-07-15",1545,9,"Van Nuys",905,997,"TRAFFIC COLLISION","3004 3037 3026 3101 3401 3701 4026",57,"M","B",101,"STREET","VALERIO                      ST","VAN NUYS                     BL","{'longitude': '-118.4488', 'latitude': '34.2048'}",19733,219,1324,NA,3,18
"841",448631,101114086,"2010-06-12","2010-06-02",30,11,"Northeast",1115,997,"TRAFFIC COLLISION","",25,"M","W",101,"STREET","HIGHLAND VIEW","MONTIFLORA","{'longitude': '-118.209', 'latitude': '34.1364'}",23672,356,401,NA,9,60
"842",3941,190708345,"2019-03-27","2019-03-27",1510,7,"Wilshire",739,997,"TRAFFIC COLLISION","0605",38,"F","W",101,"STREET","6TH                          ST","ARDEN                        BL","{'longitude': '-118.3258', 'latitude': '34.0639'}",23081,577,874,NA,7,86
"843",50697,180810945,"2018-05-26","2018-05-25",2150,8,"West LA",893,997,"TRAFFIC COLLISION","3004 3026 3035 3037 3101 3401 3701 4027",23,"M","H",101,"STREET","SEPULVEDA                    BL","SARDIS                       AV","{'longitude': '-118.4269', 'latitude': '34.034'}",24029,888,1251,9,6,75
"844",381972,112119680,"2011-11-22","2011-11-22",1540,21,"Topanga",2107,997,"TRAFFIC COLLISION","",65,"M","H",101,"STREET","PARTHENIA                    ST","CANOGA                       AV","{'longitude': '-118.597', 'latitude': '34.2282'}",4279,94,1457,NA,4,37
"845",149181,161517916,"2016-09-10","2016-09-06",700,15,"N Hollywood",1549,997,"TRAFFIC COLLISION","3006 3037 3030 3028 3101 3401 3701 4015",35,"F","H",101,"STREET","KLUMP                        AV","BURBANK                      BL","{'longitude': '-118.3752', 'latitude': '34.1722'}",8488,198,280,NA,5,13
"846",256449,141816397,"2014-08-30","2014-08-30",1425,18,"Southeast",1804,997,"TRAFFIC COLLISION","0605 1300 3006 3030 3028 3102",24,"M","H",101,"STREET","AVALON                       BL","MANCHESTER                   AV","{'longitude': '-118.2651', 'latitude': '33.9602'}",22350,797,1209,7,13,45
"847",340083,120919709,"2012-10-23","2012-10-23",810,9,"Van Nuys",943,997,"TRAFFIC COLLISION","3030 3037 3401 3701 4026 3004 3101",42,"M","A",101,"STREET","TYRONE                       AV","AETNA                        ST","{'longitude': '-118.4444', 'latitude': '34.1802'}",19729,243,1223,NA,3,18
"848",9663,191306441,"2019-02-14","2019-02-14",743,13,"Newton",1313,997,"TRAFFIC COLLISION","3101 3401 3701 3008 3026 3036",48,"M","H",101,"STREET","WASHINGTON                   BL","STANFORD                     AV","{'longitude': '-118.2535', 'latitude': '34.0259'}",23082,702,1220,7,13,76
"849",108970,170911277,"2017-05-21","2017-05-21",2115,9,"Van Nuys",937,997,"TRAFFIC COLLISION","3006 3028 3037 3101 3401 3701 4026",23,"M","H",101,"STREET","13800    ERWIN                        ST","","{'longitude': '-118.4334', 'latitude': '34.1831'}",19729,238,292,NA,5,70
"850",295471,130716673,"2013-10-23","2013-10-22",1100,7,"Wilshire",714,997,"TRAFFIC COLLISION","3004 3030 3035 3037 3101 3401 3701 4027",42,"M","B",101,"STREET","MARTEL                       AV","BEVERLY                      BL","{'longitude': '-118.3511', 'latitude': '34.0762'}",23667,623,1080,NA,6,26
"851",369157,120107552,"2012-03-05","2012-03-05",1720,1,"Central",135,997,"TRAFFIC COLLISION","3401 3701 3003 3026 3101",70,"F","K",101,"STREET","3RD                          ST","SPRING                       ST","{'longitude': '-118.247', 'latitude': '34.0503'}",22728,541,1183,NA,9,76
"852",461012,100106780,"2010-02-23","2010-02-23",857,1,"Central",163,997,"TRAFFIC COLLISION","",NA,"M","O",101,"STREET","BROADWAY","9TH                          ST","{'longitude': '-118.2561', 'latitude': '34.0423'}",23076,547,1319,NA,9,76
"853",430529,101923879,"2010-10-29","2010-10-29",1755,19,"Mission",1993,997,"TRAFFIC COLLISION","",28,"M","W",101,"STREET","ROSCOE                       BL","BURNET                       AV","{'longitude': '-118.4634', 'latitude': '34.2215'}",18914,127,452,NA,3,73
"854",80277,171424625,"2017-11-16","2017-11-16",1300,14,"Pacific",1434,997,"TRAFFIC COLLISION","3006 3028 3030 3035 3037 3101 3401 3701 4027",74,"F","W",101,"STREET","W  85TH                         PL","S  GEORGETOWN                   AV","{'longitude': '-118.4423', 'latitude': '34.0038'}",24031,900,862,10,10,27
"855",179519,161208964,"2016-03-11","2016-02-23",910,12,"77th Street",1283,997,"TRAFFIC COLLISION","0605 4012 3026 3101",77,"M","B",101,"STREET","CENTURY                      BL","WESTERN                      AV","{'longitude': '-118.309', 'latitude': '33.9455'}",23678,779,1168,7,14,20
"856",418625,110105579,"2011-02-03","2011-02-03",225,1,"Central",142,997,"TRAFFIC COLLISION","",NA,"M","H",101,"STREET","5TH                          ST","GRAND                        AV","{'longitude': '-118.254', 'latitude': '34.0502'}",23078,546,733,NA,9,76
"857",148410,160123162,"2016-09-11","2016-09-11",2010,1,"Central",155,997,"TRAFFIC COLLISION","1402",NA,"F","H",102,"SIDEWALK","200 E  6TH                          ST","","{'longitude': '-118.2474', 'latitude': '34.0448'}",23074,537,527,NA,9,76
"858",447811,100112131,"2010-06-09","2010-06-09",900,1,"Central",182,997,"TRAFFIC COLLISION","",55,"F","O",101,"STREET","OLIVE                        ST","11TH                         ST","{'longitude': '-118.2609', 'latitude': '34.0409'}",23076,547,773,NA,9,76
"859",168952,162010041,"2016-05-02","2016-05-02",1705,20,"Olympic",2062,997,"TRAFFIC COLLISION","3004 3028 3030 3035 3037 3101 3401 3701 4027",25,"F","W",101,"STREET","OLYMPIC                      BL","ST ANDREWS                   PL","{'longitude': '-118.3122', 'latitude': '34.0527'}",23080,616,888,NA,7,86
"860",375706,120804556,"2012-01-13","2012-01-13",1600,8,"West LA",817,997,"TRAFFIC COLLISION","",32,"F","W",101,"STREET","WESTWOOD","KINROSS","{'longitude': '-118.4454', 'latitude': '34.0608'}",23442,847,1254,9,6,72
"861",270362,142010084,"2014-05-14","2014-05-13",1805,20,"Olympic",2097,997,"TRAFFIC COLLISION","3007 3030 3035 3036 3101 3401 3701 4003",37,"M","H",101,"STREET","NORMANDIE","CORDOVA","{'longitude': '-118.3003', 'latitude': '34.0391'}",22724,681,906,NA,11,8
"862",51129,180612609,"2018-05-23","2018-05-22",2305,6,"Hollywood",659,997,"TRAFFIC COLLISION","3003 3027 3029 3035 3037 3101 3401 3701 4027 1218",42,"M","H",101,"STREET","SUNSET                       BL","WINONA                       AV","{'longitude': '-118.3022', 'latitude': '34.0981'}",23445,428,456,16,8,58
"863",97040,170813789,"2017-08-06","2017-08-05",1847,8,"West LA",829,997,"TRAFFIC COLLISION","3006 3026 3029 3035 3037 3101 3401 3701 4027",49,"F","O",101,"STREET","WELLWORTH                    AV","BEVERLY GLEN                 BL","{'longitude': '-118.4273', 'latitude': '34.0641'}",23442,858,741,9,6,72
"864",376243,121604353,"2012-01-10","2012-01-09",2000,16,"Foothill",1612,997,"TRAFFIC COLLISION","0605 3401 3701 3037 3030 3006 3104",23,"F","H",101,"STREET","PINNEY","PALA","{'longitude': '-118.4201', 'latitude': '34.269'}",18907,24,1376,NA,1,11
"865",253659,140916409,"2014-09-20","2014-09-19",1230,9,"Van Nuys",946,997,"TRAFFIC COLLISION","3004 3037 3028 3030 3101 3401 3701 4026",24,"F","H",101,"STREET","BURBANK","HAZELTINE","{'longitude': '-118.44', 'latitude': '34.1721'}",19729,242,323,NA,7,83
"866",80558,171424495,"2017-11-14","2017-11-14",800,14,"Pacific",1415,997,"TRAFFIC COLLISION","3004 3028 3034 3036 3101 3401 3701 4027",64,"M","H",101,"STREET","LINCOLN                      BL","FLOWER                       AV","{'longitude': '-118.4667', 'latitude': '34.0008'}",25073,905,849,10,10,30
"867",191236,150519028,"2015-12-04","2015-12-04",1640,5,"Harbor",507,997,"TRAFFIC COLLISION","4025 3004 3026 3101",39,"F","H",101,"STREET","223RD                        ST","HARVRD                       BL","{'longitude': '-118.3037', 'latitude': '33.8204'}",25715,946,1321,NA,15,55
